ax,ay,az,gx,gy,gz,label
0.011199951171875,-0.547119140625,-0.8452606201171875,0.21394024789333344,0.09803894907236099,0.012751215137541294,normal
-0.021148681640625,-0.556915283203125,-0.8318634033203125,0.017594173550605774,0.020504210144281387,0.0026959178503602743,normal
-0.006317138671875,-0.5563201904296875,-0.8605804443359375,0.02039262279868126,-0.05741189420223236,-0.016936372965574265,normal
-0.0170440673828125,-0.5649871826171875,-0.833404541015625,0.02039262279868126,-0.05741189420223236,-0.016936372965574265,normal
-0.0134429931640625,-0.5723876953125,-0.8046112060546875,-0.017642110586166382,0.04513498768210411,-0.0813388004899025,normal
0.0690765380859375,-0.5703582763671875,-0.8060150146484375,0.43940746784210205,0.17660273611545563,-0.13641457259655,normal
-0.0616607666015625,-0.6130218505859375,-0.849609375,-0.25462988018989563,0.45792868733406067,-0.10436102747917175,normal
-0.0380859375,-0.6195831298828125,-0.857177734375,0.18500500917434692,-0.425031453371048,-0.32027149200439453,normal
-0.051055908203125,-0.613616943359375,-0.7699127197265625,0.18500500917434692,-0.425031453371048,-0.32027149200439453,normal
-0.063018798828125,-0.6333770751953125,-0.7566375732421875,0.19355188310146332,-0.5806178450584412,-0.5037113428115845,normal
-0.033416748046875,-0.623443603515625,-0.7342529296875,0.2504790723323822,-0.7144350409507751,-0.5598428249359131,normal
-0.0103759765625,-0.6349334716796875,-0.8261871337890625,0.296588271856308,-0.6836709976196289,-0.5866632461547852,normal
-0.03204345703125,-0.6129608154296875,-0.7869873046875,0.17025242745876312,-0.4538505971431732,-0.6815646886825562,normal
-0.003936767578125,-0.6976318359375,-0.759490966796875,-0.029707295820116997,-0.47290682792663574,-0.6438418030738831,normal
0.0248260498046875,-0.668853759765625,-0.71246337890625,0.14921371638774872,-0.5330516695976257,-0.45065027475357056,normal
0.001220703125,-0.68157958984375,-0.6865081787109375,0.24519537389278412,-0.5742659568786621,-0.3972405791282654,normal
-0.0116119384765625,-0.6828155517578125,-0.66143798828125,0.22610503435134888,-0.6735554933547974,-0.30998581647872925,normal
0.0100860595703125,-0.66510009765625,-0.6792144775390625,-0.014229003340005875,-0.6231653094291687,-0.29233840107917786,normal
0.0275115966796875,-0.68670654296875,-0.6768951416015625,0.059900883585214615,-0.5301903486251831,-0.32093673944473267,normal
0.0099334716796875,-0.690155029296875,-0.6768035888671875,0.10788119584321976,-0.3301510214805603,-0.22795486450195312,normal
-0.0042877197265625,-0.6987762451171875,-0.5826873779296875,0.10788119584321976,-0.3301510214805603,-0.22795486450195312,normal
-0.099822998046875,-0.76806640625,-0.5478363037109375,0.06060049682855606,-0.05746222659945488,0.2664218246936798,normal
-0.107147216796875,-0.7587738037109375,-0.7800140380859375,0.4951934814453125,-0.4099496901035309,-0.25592392683029175,normal
-0.1400604248046875,-0.7469482421875,-0.6902618408203125,0.4474683105945587,-0.5869250297546387,-0.09792257100343704,normal
-0.140533447265625,-0.77630615234375,-0.6703948974609375,0.4474683105945587,-0.5869250297546387,-0.09792257100343704,normal
-0.0593719482421875,-0.729705810546875,-0.639434814453125,-0.20989890396595,-0.5706379413604736,-0.6059567332267761,normal
-0.0280303955078125,-0.6645660400390625,-0.7685546875,-0.20989890396595,-0.5706379413604736,-0.6059567332267761,normal
0.078155517578125,-0.6397552490234375,-0.9212799072265625,0.09337868541479111,0.32273465394973755,-0.24881194531917572,normal
0.13165283203125,-0.6526031494140625,-0.7316741943359375,0.14259256422519684,0.7038993239402771,0.4004930853843689,normal
-0.0110931396484375,-0.7188873291015625,-0.6420135498046875,0.1339562088251114,0.9529658555984497,0.8493526577949524,normal
-0.083343505859375,-0.7810821533203125,-0.618804931640625,0.02508884109556675,0.989037811756134,0.8639867305755615,normal
-0.0126953125,-0.7541961669921875,-0.6202545166015625,-0.04982561245560646,0.9870631098747253,0.7628057599067688,normal
0.00408935546875,-0.7851104736328125,-0.5522308349609375,-0.09274378418922424,1.1688553094863892,0.5129453539848328,normal
0.0425262451171875,-0.721527099609375,-0.5239410400390625,-0.1607513278722763,0.938446581363678,0.5819134712219238,normal
0.013458251953125,-0.7644500732421875,-0.591278076171875,-0.1589374542236328,0.9304405450820923,0.5301898121833801,normal
0.003997802734375,-0.7547760009765625,-0.608795166015625,-0.04302283376455307,0.796863317489624,0.6809311509132385,normal
0.01165771484375,-0.734619140625,-0.5659637451171875,-0.04302283376455307,0.796863317489624,0.6809311509132385,normal
-0.0191802978515625,-0.7530517578125,-0.6141815185546875,-0.049664758145809174,0.7759093046188354,0.6496850848197937,normal
-0.0137176513671875,-0.7505645751953125,-0.5666046142578125,-0.15453870594501495,0.8068808317184448,0.41812029480934143,normal
-0.019287109375,-0.766845703125,-0.557708740234375,-0.37686818838119507,0.44982680678367615,0.358345091342926,normal
-0.0168609619140625,-0.757598876953125,-0.755035400390625,-0.37686818838119507,0.44982680678367615,0.358345091342926,normal
0.017822265625,-0.753692626953125,-0.66131591796875,-0.08970245718955994,0.5076221823692322,0.5307512283325195,normal
-0.048553466796875,-0.7662200927734375,-0.6923828125,0.041902441531419754,0.48123931884765625,0.507476270198822,normal
-0.0386962890625,-0.79449462890625,-0.6987457275390625,-0.006542854011058807,0.39265114068984985,0.4751848876476288,normal
-0.0301513671875,-0.77276611328125,-0.7074127197265625,0.06894551217556,0.47713300585746765,0.4136746823787689,normal
0.0042877197265625,-0.7531280517578125,-0.6659698486328125,0.09773268550634384,0.575769305229187,0.4194321632385254,normal
0.0811920166015625,-0.6863861083984375,-0.6647796630859375,-0.1919526606798172,0.6817652583122253,0.23088248074054718,normal
0.090576171875,-0.7217864990234375,-0.67352294921875,-0.08075343817472458,0.8290790319442749,0.20862138271331787,normal
0.0526123046875,-0.6656494140625,-0.8017425537109375,-0.01847807690501213,0.6924991011619568,0.34970393776893616,normal
-0.0511322021484375,-0.6834259033203125,-0.769073486328125,-0.26555442810058594,0.3947816789150238,0.32345449924468994,normal
-0.1174774169921875,-0.62457275390625,-0.836029052734375,-0.02532532997429371,0.09177359938621521,0.0470452718436718,normal
-0.21490478515625,-0.6576995849609375,-0.803863525390625,0.12110618501901627,-0.14640435576438904,-0.09287668019533157,normal
-0.104400634765625,-0.6747283935546875,-0.7681732177734375,0.07668466120958328,-0.462131142616272,-0.46830329298973083,normal
-0.010528564453125,-0.6718292236328125,-0.7282257080078125,0.27330344915390015,-0.8516836762428284,-0.3264859616756439,normal
0.0152587890625,-0.66387939453125,-0.705413818359375,0.0670328289270401,-0.7181152701377869,-0.573756754398346,normal
0.044281005859375,-0.7048797607421875,-0.683349609375,0.10338737815618515,-0.6550774574279785,-0.5423495769500732,normal
0.04473876953125,-0.7396087646484375,-0.649810791015625,0.12220846861600876,-0.6871237754821777,-0.6606698036193848,normal
-0.04315185546875,-0.776580810546875,-0.67950439453125,0.20170356333255768,-0.7855890989303589,-0.706298828125,normal
0.0027618408203125,-0.726776123046875,-0.7471923828125,0.11841292679309845,-0.8882970809936523,-0.8271011114120483,normal
0.02276611328125,-0.7339935302734375,-0.6584320068359375,0.18730038404464722,-0.8759176731109619,-0.7184633612632751,normal
-0.010711669921875,-0.77362060546875,-0.6589202880859375,0.11327303200960159,-0.807694673538208,-0.6252380609512329,normal
-0.023162841796875,-0.782470703125,-0.6920623779296875,0.17173446714878082,-0.9146354794502258,-0.6450639367103577,normal
-0.083740234375,-0.802520751953125,-0.6938018798828125,0.1542673259973526,-0.691442608833313,-0.8375995755195618,normal
-0.0773162841796875,-0.8264007568359375,-0.6727447509765625,0.09946666657924652,-0.9286863207817078,-0.7935879230499268,normal
-0.0396270751953125,-0.7921142578125,-0.739654541015625,0.2347067892551422,-0.7946510314941406,-0.8147515058517456,normal
-0.066162109375,-0.82562255859375,-0.706390380859375,0.2601732611656189,-0.613579511642456,-0.6544390916824341,normal
0.0472869873046875,-0.7846832275390625,-0.6051483154296875,0.07466864585876465,-0.9574196934700012,-0.32799357175827026,normal
0.00238037109375,-0.8057861328125,-0.542694091796875,-0.03063886985182762,-0.9243707060813904,-0.35091647505760193,normal
0.0299072265625,-0.776153564453125,-0.5273590087890625,0.06935137510299683,-0.9904056191444397,-0.2535547614097595,normal
0.015228271484375,-0.731475830078125,-0.6564483642578125,-0.1349751353263855,-0.6592655181884766,-0.5373367071151733,normal
